match_code,date,city,team1,team2,toss_winner,toss_decision,winner,win_type,win_margin,inning,delivery,batting_team,batsman,non_striker,bowler,runs,extras,total,extras_type,player_out,wicket_kind,wicket_fielders
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,13.4,Mumbai Indians,Harbhajan Singh,ST Jayasuriya,BJ Hodge,2,0,2,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,13.5,Mumbai Indians,Harbhajan Singh,ST Jayasuriya,BJ Hodge,0,0,0,,Harbhajan Singh,caught,BAW Mendis
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,13.6,Mumbai Indians,JP Duminy,ST Jayasuriya,BJ Hodge,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,14.1,Mumbai Indians,JP Duminy,ST Jayasuriya,LR Shukla,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,14.2,Mumbai Indians,JP Duminy,ST Jayasuriya,LR Shukla,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,14.3,Mumbai Indians,ST Jayasuriya,JP Duminy,LR Shukla,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,14.4,Mumbai Indians,ST Jayasuriya,JP Duminy,LR Shukla,0,0,0,,ST Jayasuriya,caught,AN Ghosh
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,14.5,Mumbai Indians,AM Nayar,JP Duminy,LR Shukla,2,0,2,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,14.6,Mumbai Indians,AM Nayar,JP Duminy,LR Shukla,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,15.1,Mumbai Indians,AM Nayar,JP Duminy,BAW Mendis,0,0,0,,AM Nayar,run out,LR Shukla
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,15.2,Mumbai Indians,DJ Bravo,JP Duminy,BAW Mendis,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,15.3,Mumbai Indians,DJ Bravo,JP Duminy,BAW Mendis,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,15.4,Mumbai Indians,JP Duminy,DJ Bravo,BAW Mendis,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,15.5,Mumbai Indians,DJ Bravo,JP Duminy,BAW Mendis,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,15.6,Mumbai Indians,JP Duminy,DJ Bravo,BAW Mendis,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,16.1,Mumbai Indians,JP Duminy,DJ Bravo,LR Shukla,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,16.2,Mumbai Indians,JP Duminy,DJ Bravo,LR Shukla,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,16.3,Mumbai Indians,DJ Bravo,JP Duminy,LR Shukla,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,16.4,Mumbai Indians,JP Duminy,DJ Bravo,LR Shukla,4,0,4,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,16.5,Mumbai Indians,JP Duminy,DJ Bravo,LR Shukla,0,1,1,legbyes,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,16.6,Mumbai Indians,DJ Bravo,JP Duminy,LR Shukla,0,0,0,,DJ Bravo,caught,CH Gayle
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,17.1,Mumbai Indians,S Dhawan,JP Duminy,BAW Mendis,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,17.2,Mumbai Indians,S Dhawan,JP Duminy,BAW Mendis,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,17.3,Mumbai Indians,JP Duminy,S Dhawan,BAW Mendis,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,17.4,Mumbai Indians,S Dhawan,JP Duminy,BAW Mendis,2,0,2,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,17.5,Mumbai Indians,S Dhawan,JP Duminy,BAW Mendis,2,0,2,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,17.6,Mumbai Indians,S Dhawan,JP Duminy,BAW Mendis,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,18.1,Mumbai Indians,S Dhawan,JP Duminy,I Sharma,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,18.2,Mumbai Indians,S Dhawan,JP Duminy,I Sharma,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,18.3,Mumbai Indians,S Dhawan,JP Duminy,I Sharma,2,0,2,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,18.4,Mumbai Indians,S Dhawan,JP Duminy,I Sharma,4,0,4,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,18.5,Mumbai Indians,S Dhawan,JP Duminy,I Sharma,0,0,0,,S Dhawan,caught,BB McCullum
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,18.6,Mumbai Indians,SS Tiwary,JP Duminy,I Sharma,2,0,2,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,19.1,Mumbai Indians,JP Duminy,SS Tiwary,CH Gayle,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,19.2,Mumbai Indians,SS Tiwary,JP Duminy,CH Gayle,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,19.3,Mumbai Indians,JP Duminy,SS Tiwary,CH Gayle,3,0,3,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,19.4,Mumbai Indians,SS Tiwary,JP Duminy,CH Gayle,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,19.5,Mumbai Indians,JP Duminy,SS Tiwary,CH Gayle,2,0,2,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,1,19.6,Mumbai Indians,JP Duminy,SS Tiwary,CH Gayle,2,0,2,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,0.1,Kolkata Knight Riders,BB McCullum,CH Gayle,Z Khan,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,0.2,Kolkata Knight Riders,BB McCullum,CH Gayle,Z Khan,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,0.3,Kolkata Knight Riders,CH Gayle,BB McCullum,Z Khan,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,0.4,Kolkata Knight Riders,CH Gayle,BB McCullum,Z Khan,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,0.5,Kolkata Knight Riders,CH Gayle,BB McCullum,Z Khan,2,0,2,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,0.6,Kolkata Knight Riders,CH Gayle,BB McCullum,Z Khan,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,1.1,Kolkata Knight Riders,CH Gayle,BB McCullum,SL Malinga,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,1.2,Kolkata Knight Riders,CH Gayle,BB McCullum,SL Malinga,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,1.3,Kolkata Knight Riders,BB McCullum,CH Gayle,SL Malinga,0,2,2,noballs,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,1.4,Kolkata Knight Riders,CH Gayle,BB McCullum,SL Malinga,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,1.5,Kolkata Knight Riders,BB McCullum,CH Gayle,SL Malinga,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,1.6,Kolkata Knight Riders,BB McCullum,CH Gayle,SL Malinga,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,1.7,Kolkata Knight Riders,BB McCullum,CH Gayle,SL Malinga,0,0,0,,BB McCullum,caught,JP Duminy
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,2.1,Kolkata Knight Riders,CH Gayle,BJ Hodge,DJ Bravo,6,0,6,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,2.2,Kolkata Knight Riders,CH Gayle,BJ Hodge,DJ Bravo,0,1,1,wides,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,2.3,Kolkata Knight Riders,CH Gayle,BJ Hodge,DJ Bravo,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,2.4,Kolkata Knight Riders,BJ Hodge,CH Gayle,DJ Bravo,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,2.5,Kolkata Knight Riders,BJ Hodge,CH Gayle,DJ Bravo,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,2.6,Kolkata Knight Riders,CH Gayle,BJ Hodge,DJ Bravo,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,2.7,Kolkata Knight Riders,CH Gayle,BJ Hodge,DJ Bravo,0,0,0,,CH Gayle,caught,SR Tendulkar
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,3.1,Kolkata Knight Riders,BJ Hodge,SC Ganguly,SL Malinga,0,1,1,wides,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,3.2,Kolkata Knight Riders,BJ Hodge,SC Ganguly,SL Malinga,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,3.3,Kolkata Knight Riders,BJ Hodge,SC Ganguly,SL Malinga,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,3.4,Kolkata Knight Riders,BJ Hodge,SC Ganguly,SL Malinga,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,3.5,Kolkata Knight Riders,SC Ganguly,BJ Hodge,SL Malinga,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,3.6,Kolkata Knight Riders,BJ Hodge,SC Ganguly,SL Malinga,4,0,4,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,3.7,Kolkata Knight Riders,BJ Hodge,SC Ganguly,SL Malinga,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,4.1,Kolkata Knight Riders,SC Ganguly,BJ Hodge,DJ Bravo,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,4.2,Kolkata Knight Riders,SC Ganguly,BJ Hodge,DJ Bravo,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,4.3,Kolkata Knight Riders,SC Ganguly,BJ Hodge,DJ Bravo,4,0,4,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,4.4,Kolkata Knight Riders,SC Ganguly,BJ Hodge,DJ Bravo,6,0,6,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,4.5,Kolkata Knight Riders,SC Ganguly,BJ Hodge,DJ Bravo,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,4.6,Kolkata Knight Riders,BJ Hodge,SC Ganguly,DJ Bravo,4,0,4,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,5.1,Kolkata Knight Riders,SC Ganguly,BJ Hodge,Harbhajan Singh,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,5.2,Kolkata Knight Riders,SC Ganguly,BJ Hodge,Harbhajan Singh,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,5.3,Kolkata Knight Riders,SC Ganguly,BJ Hodge,Harbhajan Singh,4,0,4,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,5.4,Kolkata Knight Riders,SC Ganguly,BJ Hodge,Harbhajan Singh,4,0,4,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,5.5,Kolkata Knight Riders,SC Ganguly,BJ Hodge,Harbhajan Singh,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,5.6,Kolkata Knight Riders,SC Ganguly,BJ Hodge,Harbhajan Singh,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,6.1,Kolkata Knight Riders,BJ Hodge,SC Ganguly,Z Khan,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,6.2,Kolkata Knight Riders,BJ Hodge,SC Ganguly,Z Khan,2,0,2,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,6.3,Kolkata Knight Riders,BJ Hodge,SC Ganguly,Z Khan,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,6.4,Kolkata Knight Riders,BJ Hodge,SC Ganguly,Z Khan,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,6.5,Kolkata Knight Riders,SC Ganguly,BJ Hodge,Z Khan,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,6.6,Kolkata Knight Riders,SC Ganguly,BJ Hodge,Z Khan,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,7.1,Kolkata Knight Riders,BJ Hodge,SC Ganguly,Harbhajan Singh,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,7.2,Kolkata Knight Riders,SC Ganguly,BJ Hodge,Harbhajan Singh,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,7.3,Kolkata Knight Riders,BJ Hodge,SC Ganguly,Harbhajan Singh,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,7.4,Kolkata Knight Riders,SC Ganguly,BJ Hodge,Harbhajan Singh,2,0,2,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,7.5,Kolkata Knight Riders,SC Ganguly,BJ Hodge,Harbhajan Singh,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,7.6,Kolkata Knight Riders,BJ Hodge,SC Ganguly,Harbhajan Singh,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,8.1,Kolkata Knight Riders,BJ Hodge,SC Ganguly,AM Nayar,4,0,4,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,8.2,Kolkata Knight Riders,BJ Hodge,SC Ganguly,AM Nayar,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,8.3,Kolkata Knight Riders,SC Ganguly,BJ Hodge,AM Nayar,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,8.4,Kolkata Knight Riders,BJ Hodge,SC Ganguly,AM Nayar,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,8.5,Kolkata Knight Riders,SC Ganguly,BJ Hodge,AM Nayar,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,8.6,Kolkata Knight Riders,SC Ganguly,BJ Hodge,AM Nayar,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,9.1,Kolkata Knight Riders,SC Ganguly,BJ Hodge,SR Tendulkar,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,9.2,Kolkata Knight Riders,BJ Hodge,SC Ganguly,SR Tendulkar,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,9.3,Kolkata Knight Riders,BJ Hodge,SC Ganguly,SR Tendulkar,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,9.4,Kolkata Knight Riders,SC Ganguly,BJ Hodge,SR Tendulkar,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,9.5,Kolkata Knight Riders,BJ Hodge,SC Ganguly,SR Tendulkar,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,9.6,Kolkata Knight Riders,SC Ganguly,BJ Hodge,SR Tendulkar,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,10.1,Kolkata Knight Riders,SC Ganguly,BJ Hodge,AM Nayar,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,10.2,Kolkata Knight Riders,BJ Hodge,SC Ganguly,AM Nayar,0,0,0,,BJ Hodge,bowled,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,10.3,Kolkata Knight Riders,Yashpal Singh,SC Ganguly,AM Nayar,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,10.4,Kolkata Knight Riders,SC Ganguly,Yashpal Singh,AM Nayar,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,10.5,Kolkata Knight Riders,Yashpal Singh,SC Ganguly,AM Nayar,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,10.6,Kolkata Knight Riders,SC Ganguly,Yashpal Singh,AM Nayar,0,0,0,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,11.1,Kolkata Knight Riders,Yashpal Singh,SC Ganguly,SR Tendulkar,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,11.2,Kolkata Knight Riders,SC Ganguly,Yashpal Singh,SR Tendulkar,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,11.3,Kolkata Knight Riders,Yashpal Singh,SC Ganguly,SR Tendulkar,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,11.4,Kolkata Knight Riders,SC Ganguly,Yashpal Singh,SR Tendulkar,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,11.5,Kolkata Knight Riders,Yashpal Singh,SC Ganguly,SR Tendulkar,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,11.6,Kolkata Knight Riders,SC Ganguly,Yashpal Singh,SR Tendulkar,1,0,1,,,,
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,12.1,Kolkata Knight Riders,SC Ganguly,Yashpal Singh,AM Nayar,0,0,0,,SC Ganguly,caught,DJ Bravo
392197,2009-04-27,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,2,12.2,Kolkata Knight Riders,Yashpal Singh,AN Ghosh,AM Nayar,1,0,1,,,,
