MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
12,3,96,11275,1,1,3,3,0,0,0,12,4,2,0,7,7,7,1967,2007,4,6,12,14,1,300,2,2,1,2,4,3,6,0,6,0,710,710,1,0,1,4,1898,1080,0,2978,0,0,2,1,5,1,2,11,6,1,2,3,1961,0,2,564,4,4,2,240,0,0,0,0,0,3,4,1,0,6,2010,8,4,242000
7,4,50,5000,1,1,3,3,0,4,0,9,5,2,0,1,5,6,1941,1950,1,1,7,8,2,0,3,3,1,4,4,0,1,116,6,0,604,720,1,3,0,1,803,0,0,803,0,0,1,0,2,1,3,5,6,0,3,5,1941,2,2,360,4,4,2,0,0,244,0,0,0,3,4,1,0,2,2007,8,4,87000
0,3,32,10846,1,1,0,3,0,1,0,24,2,2,4,2,8,5,1993,1993,1,1,2,3,2,0,2,3,2,2,4,1,2,1619,6,0,100,1719,1,0,1,4,1719,0,0,1719,2,0,1,1,1,1,2,6,6,2,2,1,1993,0,2,473,4,4,2,122,30,0,0,0,0,3,4,1,0,8,2008,2,4,324000
4,3,80,11600,1,1,3,3,0,4,0,12,2,2,0,2,6,5,1960,1960,3,1,12,14,1,175,3,3,1,4,4,3,5,565,6,0,818,1383,1,4,1,4,1383,0,0,1383,0,0,1,1,3,1,3,7,6,0,3,1,1960,1,1,292,4,4,2,0,45,0,0,0,0,3,4,1,0,0,2006,8,4,145250
11,3,0,11888,1,2,0,0,0,4,0,3,4,2,0,4,6,6,1916,1994,1,1,12,15,2,0,3,3,0,4,4,3,6,0,6,0,844,844,1,2,0,0,1445,689,0,2134,0,0,2,0,5,1,2,10,6,0,3,5,1930,2,2,441,4,4,2,0,60,268,0,0,0,3,4,1,0,5,2009,8,4,214500
10,4,60,6402,1,1,3,3,0,0,0,9,2,2,0,5,5,5,1920,1950,1,1,12,15,2,0,3,3,2,4,4,2,6,0,6,0,596,596,1,4,0,4,596,596,0,1192,0,0,1,0,3,1,3,6,6,0,3,5,1920,2,1,189,1,1,0,0,0,137,0,0,0,3,1,1,0,5,2009,8,4,78000
14,3,0,10624,1,1,0,3,0,4,0,12,2,2,2,2,5,4,1964,1964,1,1,5,6,1,84,3,3,1,4,4,3,2,40,5,264,1424,1728,1,4,1,4,1728,0,0,1728,0,1,2,0,6,2,3,10,6,0,3,5,2002,2,1,352,4,4,2,155,0,0,0,0,0,3,4,1,0,9,2007,8,4,119000
4,3,70,8176,1,1,3,3,0,4,0,12,2,2,0,2,5,6,1958,1992,1,1,12,14,2,0,3,3,1,4,4,3,5,846,6,0,210,1056,1,1,1,4,1056,0,0,1056,1,0,1,0,3,1,3,6,6,0,3,1,1958,1,1,308,4,4,2,0,0,0,0,0,0,3,4,1,0,1,2007,8,4,139000
4,3,85,10655,1,1,0,3,0,4,0,16,2,2,0,2,8,5,2003,2004,1,1,11,13,1,296,2,3,2,2,4,3,2,1124,4,479,1603,3206,1,0,1,4,1629,0,0,1629,1,0,2,0,3,1,2,7,6,1,2,1,2003,1,3,880,4,4,2,0,0,0,0,0,0,3,4,1,0,10,2009,8,4,284000
0,4,59,8198,1,1,3,3,0,3,0,16,2,2,4,2,7,5,2004,2004,1,1,11,13,3,146,2,3,2,2,4,0,2,720,6,0,638,1358,1,0,1,4,1358,0,0,1358,1,0,2,0,2,1,2,6,6,1,2,1,2004,1,2,484,4,4,2,192,30,0,0,0,0,3,4,1,0,5,2008,8,4,207000
9,3,59,9042,1,1,0,3,0,4,0,8,2,2,0,5,6,5,1998,1998,1,1,11,13,2,0,3,3,2,2,4,1,2,828,6,0,115,943,1,2,1,4,943,695,0,1638,1,0,2,1,3,1,3,7,6,2,5,1,1998,0,2,472,4,4,2,100,38,0,0,0,0,3,4,1,0,5,2008,8,4,192000
3,3,0,164660,0,1,0,1,0,0,2,23,2,2,1,0,5,6,1965,1965,1,1,8,10,2,0,3,3,1,4,4,1,0,1249,1,147,103,1499,1,0,1,4,1619,167,0,1786,2,0,2,0,3,1,3,7,6,2,2,1,1965,0,2,529,4,4,2,670,0,0,0,0,0,3,4,3,700,1,2008,8,4,228950
4,3,86,14157,1,1,0,1,0,0,0,22,2,2,0,2,9,5,2005,2006,3,1,11,13,3,200,2,3,2,0,4,1,2,1249,6,0,673,1922,1,0,1,4,1922,0,0,1922,1,0,2,0,3,1,2,8,6,1,2,1,2005,0,3,676,4,4,2,178,51,0,0,0,0,3,4,1,0,5,2007,8,4,377426
4,3,70,9135,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2002,2003,1,1,11,13,1,113,2,3,2,2,4,0,2,810,6,0,726,1536,1,0,1,4,1536,0,0,1536,1,0,2,0,3,1,2,7,6,0,3,1,2002,1,2,532,4,4,2,192,74,0,0,0,0,3,4,1,0,2,2008,8,4,214000
4,3,91,14145,1,1,3,3,0,0,0,14,2,2,0,2,7,7,1984,1998,1,1,12,14,2,0,2,3,1,2,4,2,0,213,6,0,995,1208,1,0,1,4,1621,0,0,1621,1,0,2,0,3,1,2,8,6,0,3,1,1984,1,2,440,4,4,2,108,45,0,0,0,0,3,4,3,400,8,2006,8,4,202500
4,3,66,12400,1,1,0,3,0,4,0,12,1,2,0,2,6,7,1958,1998,3,1,12,14,1,176,3,3,1,4,0,3,5,585,6,0,630,1215,1,4,1,0,1215,0,0,1215,0,0,1,0,3,1,3,6,6,0,3,1,1958,2,1,297,4,4,2,0,0,0,0,234,0,3,4,1,0,6,2009,8,4,155000
9,3,85,14191,1,1,3,3,0,4,0,23,2,2,0,5,8,5,2002,2002,1,1,11,13,2,0,2,3,2,2,4,3,6,0,6,0,967,967,1,0,1,4,993,915,0,1908,0,0,2,1,4,1,2,9,6,0,3,1,2002,0,2,431,4,4,2,135,0,0,0,0,0,3,4,1,0,0,2010,8,4,202900
4,2,60,8400,1,1,3,3,0,4,0,20,1,2,0,2,4,4,1950,1950,1,1,12,0,2,0,1,1,1,4,0,3,6,0,6,0,721,721,1,2,1,4,841,0,0,841,0,0,1,0,2,1,3,4,6,0,3,4,1950,2,1,294,4,4,0,250,0,24,0,0,0,3,4,1,0,11,2009,8,4,82000
14,3,0,8544,1,1,3,3,0,4,0,12,2,2,2,2,3,4,1949,1950,1,1,10,12,1,340,3,3,3,3,2,3,4,0,4,0,0,0,5,1,0,0,1040,0,0,1040,0,0,2,0,2,2,3,6,6,0,3,5,1949,2,2,400,4,4,2,0,0,0,0,0,0,3,4,1,0,8,2006,8,4,87500
0,3,63,8849,1,1,0,3,0,4,0,16,2,2,4,2,9,5,2005,2005,3,1,7,8,1,616,0,3,2,0,4,3,2,28,6,0,1656,1684,1,0,1,4,1684,0,0,1684,0,0,2,0,2,1,0,6,6,1,0,1,2005,1,2,564,4,4,2,495,72,0,0,0,0,3,4,1,0,5,2008,8,4,266000
1,4,36,2592,1,1,3,3,0,4,0,10,2,2,4,5,5,3,1976,1976,1,1,4,5,2,0,3,3,1,2,4,3,5,129,1,232,175,536,1,4,1,4,536,576,0,1112,0,0,1,1,3,1,3,4,6,0,3,1,1976,2,1,336,4,4,2,182,0,0,0,0,0,3,4,1,0,0,2010,8,4,85000
8,3,65,6435,1,1,3,3,0,4,0,3,6,2,0,0,6,5,1939,1950,1,1,7,8,2,0,3,3,0,4,4,3,6,0,6,0,972,972,1,2,1,4,972,605,0,1577,0,0,1,0,3,1,1,6,6,1,2,5,1939,2,1,312,4,4,2,0,0,0,0,0,0,3,4,1,0,10,2006,8,4,140200
4,3,0,12772,1,1,0,3,0,1,0,12,2,2,0,2,6,8,1960,1998,3,1,7,8,2,0,3,2,1,4,4,2,1,498,6,0,460,958,1,4,1,4,958,0,0,958,0,0,1,0,2,1,3,5,6,0,3,1,1960,1,1,301,4,4,2,0,0,0,0,0,0,3,4,0,15500,0,2007,8,4,151500
4,3,0,17600,1,1,0,3,0,4,0,12,2,2,0,2,6,5,1960,1960,1,1,12,14,1,30,3,3,1,4,4,3,1,1270,6,0,208,1478,1,0,1,0,1478,0,0,1478,1,0,2,0,3,1,3,6,6,2,2,1,1960,2,2,498,4,4,2,0,40,0,0,0,0,3,4,1,0,2,2009,8,4,157500
1,3,36,2448,1,1,3,3,0,4,0,16,2,2,3,5,7,5,2003,2004,1,1,11,15,3,106,2,3,2,2,4,3,2,573,6,0,191,764,1,0,1,4,764,862,0,1626,1,0,2,1,2,1,2,6,6,0,3,3,2003,1,2,474,4,4,2,0,27,0,0,0,0,3,4,1,0,10,2008,8,4,154000
9,3,56,20431,1,1,1,3,0,4,0,16,2,2,0,5,9,5,2005,2006,3,1,4,5,1,870,0,3,2,0,4,3,2,1410,6,0,438,1848,1,0,1,4,1848,880,0,2728,1,0,2,1,4,1,0,10,6,2,0,1,2006,0,3,706,4,4,2,0,0,0,0,0,0,3,4,1,0,0,2006,6,5,437154
0,3,68,7820,1,1,0,3,0,4,0,16,2,2,4,2,9,5,2007,2007,3,1,7,8,1,362,0,3,2,0,4,3,6,0,6,0,1869,1869,1,0,1,4,1869,0,0,1869,0,0,2,0,2,1,0,6,6,1,2,1,2007,1,2,617,4,4,2,210,54,0,0,0,0,3,4,1,0,2,2007,6,5,318061
0,3,0,5271,1,1,0,2,0,4,1,4,2,2,0,2,7,5,1986,1986,1,1,12,14,2,0,3,3,2,2,4,1,2,1082,6,0,371,1453,1,2,1,4,1453,0,0,1453,1,0,1,1,2,1,2,6,6,1,5,1,1986,1,2,445,4,4,2,0,80,0,0,184,0,3,4,1,0,2,2006,8,0,190000
8,3,60,9084,1,1,3,3,0,4,0,7,0,2,0,0,5,6,1941,1950,1,1,11,13,2,0,3,3,1,4,0,2,3,236,5,380,0,616,1,4,0,4,616,495,0,1111,0,1,1,0,3,1,3,5,6,0,3,5,1941,2,1,200,4,1,2,48,0,0,0,0,0,3,4,1,0,7,2008,5,4,95000
5,4,60,8520,1,1,3,3,0,4,0,17,2,2,0,2,6,8,1928,2003,1,1,11,13,2,0,3,2,0,4,4,3,6,0,6,0,624,624,1,2,1,4,720,0,0,720,0,0,1,0,2,1,3,5,6,0,3,5,2005,2,2,484,4,4,2,106,0,0,0,0,0,3,4,1,0,8,2010,8,4,105900
8,3,60,8400,1,1,3,0,0,4,0,18,2,2,0,0,6,5,1940,2000,1,1,12,8,2,0,3,3,1,4,4,3,3,388,6,0,552,940,1,0,1,4,1192,403,0,1595,0,0,1,0,2,1,3,6,6,2,2,1,1940,2,1,240,4,4,2,0,0,108,0,0,0,3,4,1,0,6,2006,8,4,140000
4,3,105,11249,1,1,1,3,0,4,0,5,2,2,0,2,6,5,1995,1995,1,1,11,13,2,0,2,2,2,2,1,3,0,334,1,544,322,1200,1,0,1,4,1200,0,0,1200,1,0,2,0,3,1,2,6,6,0,3,1,1995,1,2,521,4,4,2,0,26,0,0,0,0,3,4,1,0,1,2007,8,4,177500
4,3,0,9248,1,1,0,3,0,4,0,8,2,2,0,2,6,6,1992,1992,1,1,5,6,1,106,3,3,2,2,4,3,2,560,6,0,598,1158,1,2,1,4,1167,0,0,1167,1,0,2,0,3,1,2,6,6,0,3,1,1992,1,2,400,4,4,2,120,26,0,0,0,0,3,4,1,0,5,2009,8,4,173000
0,4,44,4224,1,1,3,3,0,4,0,10,2,2,4,2,5,5,1976,1976,1,1,4,5,2,0,3,3,2,2,4,3,0,874,6,0,268,1142,1,4,1,4,1142,0,0,1142,1,0,1,1,3,1,3,6,6,1,4,1,1976,0,2,528,4,4,2,536,90,0,0,0,0,3,2,1,0,1,2007,8,4,134000
12,3,92,6930,1,1,0,3,0,4,0,4,2,2,0,7,5,4,1958,1958,3,1,12,7,1,120,3,3,1,4,4,0,1,300,5,294,468,1062,1,0,1,1,1352,0,0,1352,0,1,1,0,3,1,2,6,3,0,3,3,1958,2,1,288,4,4,2,168,0,294,0,0,0,3,4,1,0,5,2006,8,0,130000
9,3,78,12011,1,1,0,3,0,1,0,15,2,2,0,5,8,5,1998,1998,1,1,11,13,1,530,2,3,2,2,4,0,2,956,6,0,130,1086,1,0,1,4,1086,838,0,1924,1,0,2,1,3,1,2,7,6,1,5,1,1998,1,2,592,4,4,2,208,75,0,0,374,0,3,4,1,0,6,2006,8,4,280000
13,3,0,7540,1,1,0,3,0,1,0,11,2,2,0,6,6,6,1978,1978,1,1,11,13,2,0,3,3,1,2,4,0,2,773,6,0,115,888,1,0,1,4,912,0,0,912,1,0,1,0,2,1,3,5,6,1,5,1,1978,1,2,470,4,4,2,0,0,0,0,192,0,3,2,1,0,6,2007,8,4,156000
8,3,0,9144,1,2,3,3,0,4,0,3,2,2,0,0,5,5,1940,1982,1,1,7,8,2,0,3,3,1,4,4,3,5,399,6,0,484,883,1,2,1,4,988,517,0,1505,1,0,1,0,3,1,3,8,6,0,3,5,1940,2,1,240,4,4,0,0,0,0,0,0,0,3,4,1,0,5,2008,8,4,145000
13,3,64,7301,1,1,3,3,0,0,0,7,2,2,0,6,7,5,2003,2003,1,1,5,6,1,500,2,3,3,3,2,3,4,0,4,0,0,0,1,0,1,4,495,1427,0,1922,0,0,3,0,4,1,2,7,6,1,0,3,2003,1,2,672,4,4,2,0,0,177,0,0,0,3,4,1,0,5,2009,3,4,198500
1,4,21,1680,1,1,3,3,0,4,0,2,2,2,3,5,6,8,1972,2007,1,1,5,6,1,510,3,3,1,4,4,3,0,162,6,0,321,483,1,2,1,4,483,504,0,987,0,0,1,1,2,1,2,5,6,0,3,5,1972,2,1,264,4,4,2,250,0,0,0,0,0,3,4,1,0,8,2009,8,4,118000
9,3,0,18800,1,1,0,3,0,2,0,14,2,2,0,5,6,5,1976,1976,1,1,5,6,1,120,3,3,2,2,4,2,2,712,6,0,84,796,1,4,1,4,790,784,0,1574,1,0,2,1,3,1,3,6,6,1,5,1,1976,0,2,566,4,4,2,306,111,0,0,0,0,3,4,1,0,5,2006,8,4,190000
10,4,59,10690,1,1,3,3,0,4,0,9,2,2,0,5,5,7,1920,1997,3,1,11,13,2,0,3,2,1,4,0,3,5,456,6,0,216,672,1,2,1,0,672,672,0,1344,0,0,1,0,3,1,3,6,6,0,3,5,1964,2,1,468,4,1,2,0,128,218,0,0,0,3,4,1,0,5,2009,8,4,147000
4,3,0,9500,1,1,0,3,0,4,0,12,2,2,0,2,6,5,1963,1963,1,1,8,10,1,247,3,3,1,2,4,3,1,609,6,0,785,1394,1,2,1,4,1394,0,0,1394,1,0,1,1,3,1,3,6,6,2,2,1,1963,1,2,514,4,4,2,0,76,0,0,185,0,3,4,1,0,5,2009,8,4,159000
12,3,101,9150,1,1,0,3,0,0,0,12,2,2,0,7,6,5,1962,1962,1,5,8,10,1,305,3,3,1,2,4,1,2,371,6,0,728,1099,1,2,1,4,1431,0,0,1431,0,1,1,0,3,1,3,6,6,1,2,2,1962,1,1,296,4,4,2,64,110,0,0,0,0,3,4,1,0,2,2008,8,4,165000
4,3,78,7800,1,1,3,3,0,4,0,12,2,2,0,2,5,6,1954,1954,1,1,5,6,1,200,3,3,2,4,4,3,3,540,6,0,728,1268,1,2,1,4,1268,0,0,1268,0,0,1,0,2,1,3,7,6,1,2,1,1954,0,1,244,4,4,2,0,98,0,0,0,0,3,4,1,0,7,2010,8,4,132000
4,3,0,9830,1,1,0,3,0,0,0,12,2,2,0,2,5,7,1959,2006,1,1,12,14,2,0,3,2,1,4,4,3,0,72,5,258,733,1063,1,0,1,4,1287,0,0,1287,1,0,1,0,3,1,2,7,6,1,2,5,1997,0,2,576,4,4,2,364,17,0,0,182,0,3,4,1,0,7,2010,8,4,162000
9,3,0,8121,1,1,0,3,0,4,0,8,2,2,0,5,6,5,2000,2000,1,1,11,13,2,0,3,3,2,2,4,3,6,0,6,0,953,953,1,0,1,4,953,711,0,1664,0,0,2,1,3,1,3,7,6,1,5,1,2000,1,2,460,4,4,2,100,40,0,0,0,0,3,4,1,0,4,2006,8,4,172400
8,3,80,17120,1,1,3,3,0,4,0,4,1,2,0,0,4,4,1959,1959,1,1,13,10,2,0,3,3,1,3,2,3,4,0,4,0,0,0,1,4,1,4,1120,468,0,1588,0,0,2,0,4,1,3,7,3,1,2,5,1991,0,2,680,4,4,0,0,59,0,0,0,0,3,4,1,0,5,2008,8,4,134432
0,3,50,7175,1,1,3,3,0,4,0,20,2,2,4,2,6,5,1984,1984,1,1,8,10,2,0,3,3,1,2,4,3,0,623,3,121,0,744,1,4,1,4,752,0,0,752,1,0,1,0,2,1,3,4,6,0,3,1,1984,2,1,264,4,4,2,353,0,0,0,90,0,3,2,1,0,3,2010,8,4,125000
4,3,79,10634,1,1,3,3,0,4,0,12,2,2,0,2,5,6,1953,1953,1,1,7,8,2,0,3,3,2,4,4,3,1,428,3,180,0,608,1,4,1,4,1319,0,0,1319,1,0,1,0,3,1,3,5,3,0,3,1,1953,2,1,270,4,4,2,66,0,0,0,0,0,3,1,1,0,9,2009,8,4,123000
9,3,65,8200,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2003,2004,1,1,11,13,2,0,2,3,2,2,4,3,6,0,6,0,847,847,1,0,1,4,847,1081,0,1928,0,0,2,1,4,1,2,8,6,1,2,3,2003,0,2,434,4,4,2,100,48,0,0,0,0,3,4,1,0,5,2007,8,4,219500
13,3,57,8846,1,1,0,3,0,1,0,5,2,2,0,6,5,5,1996,1996,1,1,11,13,2,0,2,3,2,2,4,0,2,298,6,0,572,870,1,0,1,4,914,0,0,914,0,0,1,0,2,1,3,5,6,0,3,5,1998,2,2,576,4,4,2,0,0,0,0,0,0,3,4,1,0,5,2006,8,4,148000
9,1,102,11143,1,1,0,3,0,0,0,21,2,2,0,5,8,5,2004,2005,1,1,4,5,2,0,2,3,2,2,4,3,6,0,6,0,1580,1580,1,0,1,4,1580,886,0,2466,0,0,3,0,4,1,2,8,6,1,2,1,2004,1,2,610,4,4,2,159,214,0,0,0,0,3,4,1,0,2,2007,8,4,340000
4,3,88,11394,1,1,3,3,0,0,0,22,2,2,0,2,9,2,2010,2010,3,1,11,13,3,350,2,3,2,0,4,0,2,1445,6,0,411,1856,1,0,1,4,1856,0,0,1856,1,0,1,1,1,1,0,8,6,1,0,1,2010,0,3,834,4,4,2,113,0,0,0,0,0,3,4,1,0,6,2010,6,5,394432
9,3,60,8123,1,1,0,3,0,4,0,8,6,2,0,5,6,5,2000,2000,1,1,11,13,1,16,3,3,2,2,4,3,6,0,6,0,982,982,1,0,1,4,1007,793,0,1800,0,0,2,1,3,1,3,7,6,1,5,1,2000,0,2,463,4,4,2,100,63,0,0,0,0,3,4,1,0,6,2009,8,4,179000
8,3,50,5000,1,2,3,3,0,4,0,18,2,2,0,0,5,6,1924,1950,1,1,2,14,2,0,3,3,0,4,4,3,3,218,6,0,808,1026,1,4,1,4,1026,665,0,1691,0,0,2,0,3,1,2,6,6,1,2,5,1924,2,1,308,4,4,2,0,0,242,0,0,0,3,4,1,0,8,2010,8,4,127000
4,1,60,7200,1,2,3,3,0,4,0,21,2,2,0,2,7,5,2006,2006,1,1,11,13,2,0,2,3,2,2,1,3,6,0,6,0,1293,1293,1,0,1,4,1301,0,0,1301,1,0,2,0,2,1,2,5,6,1,2,1,2006,1,2,572,4,4,2,216,121,0,0,0,0,3,4,1,0,1,2006,6,5,187750
9,3,79,9245,1,1,0,3,0,4,0,5,2,2,0,5,7,5,2006,2006,1,1,11,13,2,0,2,3,2,2,4,0,6,0,6,0,939,939,1,0,1,4,939,858,0,1797,0,0,2,1,3,1,2,8,6,0,3,1,2006,1,2,639,4,4,2,144,53,0,0,0,0,3,4,1,0,0,2007,8,4,213500
7,2,60,9000,1,1,3,3,0,0,0,20,2,2,0,1,6,3,1928,1950,1,1,12,14,2,0,3,3,0,1,0,3,6,0,6,0,784,784,1,4,0,0,784,0,0,784,0,0,1,0,2,1,3,5,6,0,3,5,1950,2,2,360,1,1,0,0,0,91,0,0,0,3,4,1,0,10,2009,8,4,76000
9,3,0,53107,1,1,1,2,0,0,1,4,1,2,0,5,6,5,1992,1992,1,1,5,6,2,0,2,3,2,2,4,0,2,985,6,0,595,1580,1,0,1,4,1079,874,0,1953,1,0,2,1,3,1,2,9,6,2,1,1,1992,0,2,501,4,4,2,216,231,0,0,0,0,3,4,1,0,6,2007,8,4,240000
0,3,43,3182,1,1,3,3,0,4,0,0,2,2,4,2,8,5,2004,2005,1,1,11,13,1,16,2,3,2,2,4,3,2,24,6,0,1232,1256,1,0,1,4,1269,0,0,1269,0,0,2,0,2,1,2,6,6,1,5,1,2004,0,2,430,4,4,2,146,20,0,0,144,0,3,4,1,0,0,2010,8,4,192000
12,3,72,7200,1,1,3,3,0,4,0,7,2,2,0,7,6,6,1976,1976,3,1,7,8,1,255,3,3,1,4,4,0,0,631,6,0,410,1041,1,0,1,4,1125,0,0,1125,1,0,1,0,3,1,3,6,6,1,1,5,1977,2,1,352,4,4,2,296,0,0,0,0,0,3,1,1,0,10,2009,8,0,125000
4,3,93,9382,1,1,0,3,0,1,0,5,2,2,0,2,7,5,1999,2000,1,1,11,13,1,125,2,3,2,2,4,3,6,0,6,0,1468,1468,1,0,1,4,1479,0,0,1479,0,0,2,0,3,1,2,6,6,0,3,1,1999,1,2,577,4,4,2,120,25,0,0,0,0,3,4,1,0,5,2008,8,4,191000
9,3,96,12474,1,1,3,3,0,4,0,16,2,2,0,5,10,5,2007,2008,1,1,11,13,3,272,0,3,2,0,4,0,2,1280,6,0,402,1682,1,0,1,4,1742,590,0,2332,1,0,2,1,3,1,0,9,6,1,0,3,2008,0,3,846,4,4,2,196,134,0,0,0,0,3,4,1,0,1,2008,6,5,426000
8,3,50,8405,1,0,3,3,0,4,0,7,2,2,0,0,5,8,1900,1950,1,1,7,8,2,0,3,3,0,4,1,3,5,241,1,391,229,861,1,0,1,4,961,406,0,1367,1,0,1,0,4,1,3,7,6,0,3,5,1978,2,1,384,4,4,2,0,130,112,0,0,0,3,2,1,0,0,2008,8,4,119000
9,3,71,12209,1,1,0,3,0,1,0,11,2,2,0,5,6,5,2001,2002,1,1,11,13,2,0,3,3,2,0,4,3,0,690,6,0,114,804,1,0,1,4,804,1157,0,1961,1,0,2,1,3,1,2,7,6,1,5,3,2001,0,2,560,4,4,2,125,192,0,0,0,0,3,4,1,0,6,2009,8,4,215000
4,3,0,8339,1,1,0,3,0,4,0,12,2,2,0,2,5,7,1959,1959,1,1,7,8,2,0,3,3,3,3,2,3,4,0,4,0,0,0,1,4,1,4,882,0,0,882,0,0,1,0,3,1,3,5,6,0,3,1,1959,1,1,294,4,4,2,0,0,0,0,0,0,3,2,3,1200,5,2007,8,4,106500
8,3,60,10134,1,1,3,3,0,4,0,17,2,2,0,0,5,6,1940,1950,1,1,7,8,2,0,3,3,1,4,4,3,6,0,6,0,735,735,1,2,1,0,735,299,0,1034,0,0,1,0,2,1,3,5,6,0,3,5,1940,2,1,240,4,4,2,0,39,0,0,0,0,3,4,1,0,5,2007,8,4,109000
4,3,68,9571,1,1,3,3,0,4,0,7,2,2,0,2,5,6,1956,1956,1,1,12,14,2,0,3,3,1,4,4,0,1,739,6,0,405,1144,1,4,1,4,1144,0,0,1144,1,0,1,0,3,1,3,6,6,0,3,1,1956,2,1,596,4,4,2,44,0,0,0,0,0,3,4,1,0,6,2010,8,4,129000
4,3,60,7200,1,1,3,2,0,4,0,5,2,2,0,2,5,5,1972,1972,3,1,7,8,2,0,3,3,1,4,4,0,5,777,6,0,117,894,1,4,1,4,894,0,0,894,0,0,1,0,2,1,3,6,6,0,3,5,1985,1,2,600,4,4,2,215,0,0,0,0,0,3,4,1,0,11,2009,8,4,123000
9,3,69,7590,1,1,3,3,0,4,0,12,4,2,0,5,5,5,1962,1962,1,1,11,13,1,288,3,3,1,4,4,3,0,540,6,0,324,864,1,4,1,4,876,936,0,1812,0,0,2,0,4,1,3,8,6,1,5,1,1962,1,1,264,4,4,2,0,168,0,0,0,0,3,4,1,0,5,2007,8,4,169500
5,4,60,8967,1,1,3,3,0,0,0,9,2,2,0,2,5,2,1920,1950,1,1,7,8,2,0,3,1,0,1,3,3,6,0,6,0,961,961,1,2,1,3,1077,0,0,1077,0,0,1,0,2,1,3,6,1,0,3,5,1920,2,1,338,3,3,0,0,0,0,0,0,0,3,4,1,0,9,2007,8,0,67000
9,1,65,8125,1,1,3,3,0,4,0,21,2,2,0,5,7,5,2006,2007,1,1,4,5,3,100,2,3,2,2,4,3,2,812,6,0,280,1092,1,0,1,4,1112,438,0,1550,1,0,2,0,2,1,2,7,6,0,3,1,2007,0,2,438,4,4,2,0,168,0,0,0,0,3,4,1,0,10,2009,8,4,241000
0,3,38,14963,1,1,1,3,0,4,0,24,2,2,4,2,8,5,1996,1996,1,1,2,3,2,0,2,3,2,2,4,3,2,786,6,0,474,1260,1,0,1,4,1288,0,0,1288,1,0,1,1,1,1,0,4,6,2,2,1,1996,0,2,500,4,4,2,120,30,0,0,224,0,3,4,1,0,2,2008,8,4,245500
4,3,65,8767,1,1,0,3,0,4,0,5,2,2,0,2,7,5,2005,2005,1,1,11,13,2,0,2,3,2,2,4,0,2,24,6,0,1286,1310,1,0,1,4,1310,0,0,1310,0,0,2,0,3,1,2,6,6,1,2,1,2005,0,2,400,4,4,2,0,0,0,0,0,0,3,4,1,0,5,2006,6,5,164990
5,3,60,10200,1,1,3,3,0,4,0,19,2,2,0,2,5,8,1940,1997,1,1,12,14,2,0,3,3,2,4,4,3,6,0,6,0,672,672,1,0,1,4,672,0,0,672,0,0,1,0,2,1,3,4,6,0,3,5,1940,2,1,240,4,4,0,168,0,0,0,0,0,3,0,1,0,1,2008,8,4,108000
9,3,93,12090,1,1,3,3,0,0,0,15,2,2,0,5,8,5,1998,1998,3,1,11,13,1,650,2,3,2,2,4,3,6,0,6,0,1141,1141,1,2,1,4,1165,1098,0,2263,0,0,2,1,4,1,2,10,6,1,5,3,1998,0,2,420,4,4,2,144,123,0,0,0,0,3,4,1,0,5,2006,8,0,258000
9,3,0,10364,1,1,0,3,0,4,0,8,2,2,0,5,6,5,1995,1996,1,1,7,8,2,0,3,3,2,2,4,3,6,0,6,0,806,806,1,2,1,4,806,766,0,1572,0,0,2,1,3,1,3,7,6,1,5,3,1995,0,2,373,4,4,2,0,40,0,0,0,0,3,4,1,0,8,2007,8,4,168000
4,3,0,9991,1,1,0,3,0,0,0,19,1,2,0,2,4,4,1976,1993,1,1,8,10,2,0,3,3,1,4,4,3,1,1116,6,0,165,1281,1,0,1,4,1620,0,0,1620,1,0,2,0,3,1,3,8,2,1,5,1,1993,2,2,490,4,4,2,120,78,0,0,0,0,3,1,1,0,6,2009,8,4,150000
